"","ET1","ET7","ET13","ET19","ET25","ET31","ET37","ET43","ET49","ET50","ET2","ET8","ET14","ET20","ET26","ET32","ET38","ET44","ET3","ET9","ET15","ET21","ET27","ET33","ET39","ET45","ET4","ET10","ET16","ET22","ET28","ET34","ET40","ET46","ET5","ET11","ET17","ET23","ET29","ET35","ET41","ET47","ET6","ET12","ET18","ET24","ET30","ET36","ET42","ET48"
"OTU_62",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,18,17,10,10,11,31,23,26,20,16,18,18,18,23,18,72,74,23,31,17,59,63,16,49,23,66,21,18,9,21,26,70
"OTU_56",53,83,0,1,6,10,7,8,0,1,1,1,8,7,43,6,64,0,11,17,24,2,30,73,21,16,45,9,30,7,48,20,41,21,21,17,31,17,5,33,13,18,72,4,46,9,10,16,14,25
"OTU_57",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1,44,12,8,8,13,24,136,1,41,90,53,40,50,8,24,54,59,46,12,20,93,5,4,19,30,70,33,9,4,17,19,9
"OTU_44",40,87,91,36,4,37,15,3,45,8,69,50,7,27,136,13,0,43,15,12,10,8,10,108,4,9,13,0,3,24,20,0,14,16,125,3,42,6,16,119,4,31,5,32,30,5,2,11,24,18
"OTU_43",0,0,0,0,0,0,0,0,0,0,8,1,6,0,0,0,5,0,12,36,7,2,55,5,142,0,76,2,123,83,50,1,38,227,144,21,5,28,42,23,39,62,10,42,38,3,3,54,22,60
"OTU_42",3,24,63,1,2,5,0,0,0,2,15,19,20,11,3,2,29,3,81,21,32,50,50,36,88,108,86,12,109,34,76,47,11,78,15,21,12,10,44,32,30,33,95,51,44,18,9,31,13,11
"OTU_48",0,0,0,1,7,10,8,0,1,0,0,0,0,0,1,2,0,1,124,12,63,23,29,40,28,56,136,10,60,44,39,14,25,18,37,13,45,26,52,9,9,17,110,156,49,1,2,6,12,26
"OTU_50",0,1,0,0,0,2,0,0,0,0,20,4,26,0,0,5,6,0,135,33,41,16,23,19,60,15,68,47,55,28,36,15,24,29,140,46,22,14,77,20,5,30,51,88,30,6,17,23,15,28
"OTU_81",58,26,15,5,14,15,28,22,15,6,12,41,5,31,23,47,6,13,10,17,19,6,38,21,4,11,17,4,10,9,19,18,15,8,21,16,10,4,4,17,11,15,42,30,21,0,9,5,4,8
"OTU_82",2,5,0,0,0,0,0,6,0,3,36,3,15,0,1,0,125,39,35,19,8,7,26,27,42,16,28,3,26,9,30,10,13,32,25,19,11,9,30,6,5,24,49,41,9,5,3,13,20,6
"OTU_80",0,0,0,1,0,0,0,0,0,0,4,1,13,0,0,34,21,0,15,19,10,13,23,16,21,13,23,12,36,12,37,17,15,37,26,29,11,9,34,23,12,34,42,21,23,3,7,11,7,14
"OTU_83",35,73,106,1,48,25,9,0,103,3,0,4,18,1,53,61,10,0,4,6,14,8,2,34,6,3,6,1,6,6,8,3,6,14,7,3,7,3,7,17,4,17,5,4,17,1,1,9,9,3
"OTU_84",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,9,5,8,12,20,10,11,8,6,11,5,14,9,25,25,40,23,27,9,44,42,4,41,21,56,13,29,23,11,22,85
"OTU_77",0,1,0,56,408,88,26,0,0,0,7,22,9,5,0,5,0,5,5,0,47,0,0,0,0,3,1,0,0,1,4,0,1,0,0,0,1,0,0,0,2,1,4,1,5,0,0,0,0,4
"OTU_76",0,6,5,6,9,16,11,0,4,20,52,20,42,20,19,13,2,71,19,34,39,5,17,11,4,7,33,9,27,5,20,24,26,21,41,19,27,2,11,31,5,22,18,19,8,1,13,8,11,9
"OTU_72",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,50,20,11,3,21,22,33,64,32,32,5,28,26,27,41,11,85,24,12,16,31,24,59,24,44,26,50,24,2,21,16,32,26
"OTU_79",0,98,0,1,0,0,163,52,14,2,1,0,1,45,0,35,7,0,34,14,8,6,31,14,58,27,20,0,19,4,33,22,1,4,4,26,8,5,17,1,2,13,37,0,11,0,4,4,0,0
"OTU_91",40,31,105,18,5,53,34,12,43,17,7,12,0,22,22,17,7,10,22,7,14,3,3,2,2,11,2,0,4,1,4,2,1,2,3,10,6,9,0,7,1,3,18,26,8,0,3,6,3,3
"OTU_89",0,0,0,0,10,1,2,107,11,19,15,3,13,2,3,5,3,6,41,4,4,2,9,4,14,6,30,10,12,5,11,13,9,15,68,10,6,3,16,14,5,24,14,48,9,3,6,5,13,1
"OTU_88",1,0,0,0,0,0,0,0,0,0,21,0,14,0,0,0,0,0,39,3,0,0,4,1,83,0,127,10,95,7,31,0,6,35,42,2,1,3,7,6,0,11,3,40,12,0,2,20,7,15
"OTU_92",0,0,22,0,24,0,0,0,4,0,12,8,7,155,126,17,26,123,4,3,2,4,7,4,8,2,3,1,2,2,5,6,5,4,6,1,2,1,3,4,8,4,5,4,6,1,1,19,3,0
"OTU_85",0,0,3,0,0,0,0,0,1,0,3,6,2,11,29,1,74,39,10,41,7,8,10,10,16,19,28,0,7,9,13,24,19,21,44,18,10,7,22,34,5,20,4,38,3,7,16,5,16,21
"OTU_86",0,10,1,0,17,53,2,0,0,5,14,8,9,37,22,18,3,8,4,9,59,5,10,22,3,7,18,3,13,4,28,9,5,9,27,6,12,2,30,35,4,36,19,7,14,2,14,11,4,64
"OTU_87",33,4,8,0,5,0,6,11,32,19,5,3,12,5,1,1,0,1,25,15,9,5,22,31,11,20,31,2,5,17,26,6,34,11,36,11,13,5,17,31,2,21,33,63,10,2,18,4,13,12
"OTU_60",3,1,2,1,1,2,10,1,1,2,2,4,2,3,1,6,1,2,37,32,34,17,22,38,21,14,22,9,42,9,24,22,30,27,68,34,25,6,59,41,12,25,29,50,20,5,19,15,17,47
"OTU_66",0,0,0,20,10,40,11,31,8,8,94,20,2,28,13,0,0,6,3,11,14,8,10,15,24,12,15,3,26,6,107,8,4,23,29,6,5,1,25,19,7,9,55,5,58,3,11,17,8,1
"OTU_67",112,0,10,0,0,2,0,0,0,0,42,1,32,0,0,0,44,27,43,28,19,15,31,34,60,31,19,8,32,6,12,8,11,30,18,24,19,3,23,3,1,6,12,14,5,1,1,8,10,4
"OTU_68",0,1,0,0,0,0,0,0,1,1,16,1,10,8,5,3,21,12,14,32,8,29,47,24,24,19,25,12,50,19,13,50,10,49,31,18,9,8,55,16,4,34,62,26,8,3,13,4,13,3
"OTU_63",1,0,0,6,75,4,1,0,0,2,36,9,112,19,104,72,205,94,3,2,6,0,0,5,3,1,6,3,10,9,12,2,7,14,6,0,5,6,12,19,5,12,7,8,4,1,4,9,5,7
"OTU_64",0,3,50,0,0,5,1,0,0,0,13,1,21,1,13,11,8,0,28,24,5,11,36,34,46,25,33,3,16,16,19,32,23,45,25,28,16,15,48,32,11,35,7,30,21,8,11,8,14,43
"OTU_74",329,13,10,1,32,0,10,99,8,1,4,7,7,59,29,17,17,11,6,7,49,4,15,8,3,7,6,2,2,1,39,8,1,6,5,3,7,0,6,7,11,10,30,11,10,0,4,1,5,4
"OTU_73",0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2,2,0,14,54,4,23,53,60,18,5,37,6,60,17,9,28,8,55,29,21,12,4,46,22,5,23,11,34,8,0,21,27,17,24
"OTU_71",0,1,23,0,63,175,1,2,9,217,1,0,0,0,0,0,0,0,19,1,5,3,11,41,3,11,47,1,8,3,11,2,1,3,21,4,0,2,5,5,9,2,8,1,11,1,3,14,6,9
"OTU_75",0,0,0,0,0,31,0,0,0,0,55,76,70,0,42,29,76,143,29,8,17,1,9,8,7,26,21,1,49,7,12,6,7,5,21,8,8,5,18,17,3,12,16,12,7,0,7,2,11,12
"OTU_69",0,18,20,7,12,3,0,0,1,2,13,5,19,17,11,7,18,9,22,12,6,12,23,11,57,25,40,14,30,7,27,18,13,32,32,11,11,6,21,34,2,26,59,16,20,5,4,14,16,7
"OTU_70",0,0,0,0,6,0,0,0,0,5,6,2,48,100,71,2,15,93,10,15,10,19,8,21,12,23,14,4,18,14,25,15,4,22,32,11,7,8,17,13,7,15,31,6,16,1,6,11,22,38
"OTU_744",0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,10,0,4,0,0,1,1,0,3,0,1,0,1,0,0,2,0,0,1,1,0,0,5,0,0,0,0,3,1,0,0,0,0,0
"OTU_400",15,8,16,0,19,0,0,0,4,0,6,1,0,7,2,1,1,0,4,1,11,3,1,2,1,1,2,1,3,1,9,1,0,3,6,1,2,0,2,0,2,2,6,4,3,2,1,3,2,5
"OTU_743",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,4,0,0,0,1,1,0,3,0,0,0,2,0,4,0,0,2,0,8,0,0,0,0,0,0,0,9
"OTU_758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,3,0,1,1,1,1,0,0,6,0,1,2,1,2,0,1,1,3,0,2,1,1,0,0,2,0,0,2
"OTU_750",0,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,3,2,0,0,2,1,0,1,2,1,2,0,1,1,1,0,1,1,3,1,0,1,0,1,1
"OTU_757",0,5,4,10,1,0,7,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_746",0,0,0,0,0,0,0,0,0,0,0,3,5,15,0,0,4,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
"OTU_745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2,0,1,2,0,0,1,1,2,2,2,0,7,3,0,2,1,3,0,0,0,1,0,4
"OTU_735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"OTU_738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,2,0,0,0,3,0,2,0,5,1,0,1,1,0,1,3,0,9,0,4,0,0,4,6
"OTU_754",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,1,1,0,2,0,1,1,0,1,5,1,0,0,2,2,0,0,0,2,1,1,0,3,3,3
"OTU_752",0,2,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,9,0,0,0,1,1,2,0
"OTU_760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,1,0,0,0,1,2,0,1,1,3,0,0,1,4,0,2,1,5,0,1,0,1,0,6
"OTU_759",0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,27,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"OTU_753",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,0,7,1,0,3,3,0,0,8,0,0,0,1,2,0,4,0,0,0,0,2,1,0,2,0,0,0
"OTU_749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,14,0,9,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0
"OTU_761",3,0,0,1,0,0,0,0,0,0,3,0,0,1,5,1,17,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_755",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,1,1,0,1,9,0,0,0,5,0,0,1,2,3,1,2,1,0,1,0,0,0,0,0,2,0,0,1,1,0
"OTU_747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,3,0,0,0,0,2,0,0,2,2,2,0,2,10,0,4,0,1,0,0,0,2,1,3
"OTU_736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,4,1,0,1,1,0,0,0,0,5,1,1,0,0,0,0,1,1,4,0,2,6,0,0,1,2,1,0,1
"OTU_728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,3,3,0,0,2,0,3,0,0,0,1,0,0,2,2,4,16,0,4,1,0,1
"OTU_729",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,1,0,2,0,0,13,0,1,1,7,0,2,3,3,0,0,5,0,0,0,2,0,1,0,0,4,1,0
"OTU_723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1,0,0,0,0,0,1,1,1,0,1,1,0,0,5,2,1,5,1,2,1,2,3,1,2,3
"OTU_733",0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,3,0,1,0,1,0,2,0,1,0,1,0,2,1,0,1,0,2,1,3,2,0,0,0,0,0,4,0,2,0,2,1,0,0
"OTU_748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,2,0,1,2,10,0,4,3,0,0,12
"OTU_741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,3,2,0,14,8,0,0,0,0,0,1,0
"OTU_737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_431",0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,18,3,28,2,4,0,0,4,9,0,5,1,8,0,0,0,0,4,2,0,3,2,0,0,11,1,10,1,1,3,4,1
"OTU_742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,2,0,0,8,0,0,0,0,1,0,1,7,0,0,1,1,3,0,2,0,1,3,0,1,0,0,0,2,0,0
"OTU_273",28,6,5,1,2,6,19,5,8,5,3,7,0,6,17,19,0,3,3,4,3,3,5,0,1,1,2,0,1,0,3,2,4,1,0,3,4,0,2,4,2,6,11,5,6,0,4,2,0,2
"OTU_790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0,0,2,0,2,3,1,0,1,2,5,0,0,4,2,3,0,0,0,1,0,4
"OTU_781",0,1,0,0,0,2,0,0,2,0,0,0,0,1,14,3,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0
"OTU_789",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,0,0,2,1,0,2,2,4,1,0,1,0,2,1,1,0,0,0,1,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0
"OTU_777",0,0,0,0,0,0,1,2,1,1,1,3,0,0,1,0,0,0,2,1,1,0,3,4,1,0,1,0,1,0,0,0,2,0,3,1,2,1,3,1,0,3,1,3,2,1,4,0,0,3
"OTU_788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,1,1,1,0,0,0,2,0,3,2,0,1,0,0,0,4,0,2,0,2,1,0,0,0,1,3
"OTU_769",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,5,2,1,0,0,0,3,2,2,0,2,0,1,0,1,0,3,0,0,1,1,1,1,2,1,0,1,0,2,1
"OTU_254",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,11,2,1,3,10,6,13,18,9,0,3,3,14,9,12,9,13,3,7,2,13,9,1,6,7,2,5,1,3,3,7,3
"OTU_762",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,2,1,1,1,1,1,3,0,1,0,2,0,0,0,5,1,2,0,1,7,2
"OTU_773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,1,7,0,0,1,0,1,0,1,3,0,1,0,1,1,3,2,2,0,1,0,2,2,1,1
"OTU_784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,2,0,1,0,2,0,0,0,2,2,0,7,2,2,0,0,1,0,1,7
"OTU_9",0,158,0,9,19,26,282,4,22,10,321,54,120,136,105,83,347,145,208,50,136,103,159,137,83,143,121,63,85,77,83,159,106,75,143,28,76,70,187,171,88,80,116,130,72,17,26,105,58,79
"OTU_776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,2,0,0,0,0,0,4,0,0,0,1,4,2,0,4,1,0,2,1,4,0,0,1,0,3,7
"OTU_779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,2,0,3,1,2,0,3,0,0,1,0,0,3,3,0,1,4,3,0,1,0,0,1,0,0,0,0,0
"OTU_785",0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"OTU_778",11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,3,0,1,2,1,5,4,0,2,0,2,3,1,4,0,0,0,4
"OTU_786",0,1,0,0,0,0,20,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_767",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2,3,0,0,1,1,1,1,0,2,1,6,3,2,1,3,5,1,0,1,3,3,2,1,0,0,5
"OTU_252",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3,7,0,0,2,9,35,0,4,0,13,2,14,3,2,21,8,7,0,1,10,0,3,6,12,3,2,1,13,16,4,12
"OTU_774",0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,1,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,3,1,0,9,0,0,0,1,0,0,0
"OTU_772",2,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,1,0,2,0,0,4,0,0,0,4,0,1,0,0,0,0,2,0,0,0,1,1,0,0,2,0,2,0,0,0
"OTU_766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,26,0,4,0,0,0,0,0
"OTU_770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,2,0,0,1,3,1,2,0,0,0,8,3,1,0,4,0,0,0,2,3,2
"OTU_756",0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,2,0,1,0,2,0,1,0,1,2,3,1,2,0,3,0,0,2,2,2,1,2,1,1,0,3
"OTU_31",171,180,58,15,34,131,2,0,29,32,147,7,71,58,72,51,27,30,58,36,44,38,49,47,21,42,19,7,44,24,34,43,14,26,40,14,26,9,55,78,10,18,37,41,53,8,37,26,22,50
"OTU_768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,7,0,0,0,4,0,1,2,2,1,0,3,0,4,0,1,0,3,0,0,1,0,3,1
"OTU_730",0,0,0,0,0,0,6,0,0,1,0,1,0,1,1,1,0,0,6,3,0,1,0,2,0,0,3,0,3,1,7,5,2,0,2,4,1,0,6,4,1,2,7,1,4,1,2,2,0,1
"OTU_771",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,5,3,1,3,5,1,1,0,3,0,7,0,0,0,2,0,1
"OTU_765",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,4,0,1,2,1,2,1,0,1,1,2,2,2,1,2,2,0,1,0,2,0,0,0,2,0,4
"OTU_775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,2,15,3,1,0,0,2,0,1
"OTU_715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,0,1,1,0,5,4,4,1,1,2,0,5,7,0,3,2,2,5,0,0,0,0,0
"OTU_764",0,0,0,0,0,0,0,0,0,0,0,4,5,3,7,0,0,4,0,0,1,0,0,0,0,2,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,1,0
"OTU_703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,4,0,2,1,0,0,3,2,2,0,1,0,2,1,2,2,0,4,0,4,6,0,0,0,0,0
"OTU_698",9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_689",0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,4,4,1,2,2,6,1,1,4,0,3,0,0,1,2,2,1,0,0,0,0,0,0,1,3,0,0,5,0,0,1,0,0,0,0
"OTU_704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,1,2,1,5,2,1,0,3,1,2,5,2,4,0,1,0,2,1,4
"OTU_701",4,0,3,0,15,0,1,0,0,2,7,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"OTU_1901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,4,1,2,2,2,1,3,0,0,1,0,1,2,2,1,0,4,2,1,4,1,2,0,1,1,0,1,3
"OTU_2434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,2,0,2,0,0,1,2,8,2,0,2,3,5,0,7,0,4,0,0,1,0,1,0
"OTU_690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,5,0,15,0,3,0,3,0,0,2,0,1,0,2,1,0,4,1,0,1
"OTU_695",0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,4,0,0,1,3,6,1,3,0,3,3,0,3,1,0,0,3,0,6,0,0,0,0,1
"OTU_697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,2,0,0,0,0,9,0,0,0,1,6,0,0,1,2,1,5,0,0,0,0,2
"OTU_705",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,8,3,4,0,0,1,0,6,0,0,0,0,0,9,0,6,0,0,1,0,0
"OTU_700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2,0,0,6,0,1,1,0,5,0,0,1,0,1,0,6,3,1,1,0,1,2,1,1,0,0,1
"OTU_679",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,1,6,1,2,3,0,2,2,0,2,0,0,1,0,2,2,1,3,0,1,0,1,0,2,1,0
"OTU_682",0,0,0,1,0,1,3,0,0,1,0,1,0,0,1,2,0,0,1,0,1,1,0,0,1,3,1,1,3,3,0,2,2,1,3,3,0,0,3,1,0,0,0,3,0,0,1,0,0,0
"OTU_675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,3,2,4,0,0,0,0,4,1,9,0,0,0,0,0,8,0,5,0,2,0,0,1,0,0,0
"OTU_684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,1,3,1,5,0,3,2,3,3,1,5,2,5,0,1,1,0,1,1
"OTU_551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,4,8,1,2,5,2,2,0,4,3,2,3,4,2,4,1,9,9,0,6,0,4,2,3,3,2,5,7
"OTU_674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,2,5,0,4,2,2,0,2,0,4,2,0,7,1,2,0,0,1,1,1,2
"OTU_680",0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,2,0,3,0,1,1,0,0,3,2,2,1,3,1,1,1,0,0,0,3,1,0,3,0,0,2,2,4,1,0,0,1,0,0
"OTU_678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,5,1,1,4,5,0,5,1,3,3,0,5,0,1,0,0,3,0,1,0
"OTU_673",0,0,0,0,0,0,0,0,0,0,0,2,29,6,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,0,0,3,0,3,0,1,1,0,0,2,8,0,3,1,4,0,3,6,0,0,2
"OTU_681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,2,0,0,1,8,0,0,7,9,2,2,1,3,0,0,2,0,0,0,0,0,1,0,0
"OTU_685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,3,0,0,1,0,3,0,4,1,2,1,3,0,3,5,0,1,1,5,0,1,2,1,0,1
"OTU_683",0,0,0,0,0,0,21,0,5,8,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"OTU_492",0,0,0,1,9,2,0,0,2,2,18,0,9,4,31,1,0,0,1,8,27,0,1,1,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,1,1,0,3,0,2,0,1,0,0,0
